09:57:53 | 200 |            0s | 127.0.0.1 | GET | /ping | -
10:30:01 | 500 |      1.3231ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.3718ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       537.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      2.0877ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      4.3033ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      4.7474ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.7637ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.8356ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      3.2628ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.7809ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.3265ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0573ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       524.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       526.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       531.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       525.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       555.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.6432ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0919ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      2.1605ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.6153ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       3.608ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      2.2336ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       523.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       520.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       520.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      2.3031ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       919.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       1.117ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       535.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |         9.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |         527µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      2.1633ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       684.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.6048ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       522.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       527.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |         532µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       524.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       532.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       526.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       716.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.5834ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0887ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       1.694ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       187.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       532.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.7804ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.6579ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0594ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.1395ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.2995ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       512.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       540.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.9592ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.1129ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.6861ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.6233ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |         531µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       509.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       532.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.4645ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.6887ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.3531ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       526.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       522.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       532.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0898ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.2873ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.1147ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       534.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |         527µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       538.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       680.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.6039ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0912ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0926ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       525.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       520.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       504.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       526.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       524.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.9302ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.7121ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       1.089ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       527.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       527.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       526.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       532.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       2.602ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.2617ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0875ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       532.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       524.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.6785ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0677ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0883ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       546.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |         553µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |         525µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       520.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       522.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       527.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       732.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0713ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0708ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       544.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       550.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0868ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       530.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       528.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |          19µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |        17.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       507.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      2.6632ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       1.368ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       542.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       679.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.4802ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |        25.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       543.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0873ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0865ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0692ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       560.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       528.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       527.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       530.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       571.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       530.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |        24.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.1095ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       539.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0774ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       537.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       546.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       569.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       507.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       526.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       526.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |        19.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       534.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       1.101ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0861ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       565.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       567.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       532.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       532.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       531.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |       529.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |        22.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |         506µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |         533µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:01 | 500 |      1.0855ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:22 | 200 |      1.4157ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:33 | 200 |      1.6054ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |      1.0997ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       529.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |         507µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       528.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       528.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       533.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |         536µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |         523µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       527.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       533.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       519.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |      1.1145ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |      1.0962ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       525.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       544.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       537.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       640.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       526.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       544.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       522.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       525.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       523.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       524.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       542.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |         509µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       546.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       534.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       519.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |         529µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       524.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       536.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       526.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       552.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       543.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       528.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       527.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       504.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       525.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       527.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       539.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       530.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       540.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       540.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       934.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       575.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       529.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       527.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       526.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       529.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |        54.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       534.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |        28.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       534.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       533.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       552.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       524.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       555.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       532.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       539.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       538.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       554.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       519.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |      1.0596ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       531.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |         652µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |      1.1368ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       509.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       536.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |      1.0881ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       651.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       527.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |        27.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       507.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       545.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       517.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       707.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |      1.0655ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       542.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       523.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       523.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       528.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       519.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       524.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       528.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       1.155ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |       529.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:39 | 500 |      2.0139ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |      1.1082ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       519.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       523.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       526.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       536.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       528.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       530.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       537.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       528.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       529.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       508.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       530.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       547.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       552.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       552.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       539.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |         530µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |      1.0782ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       568.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       518.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |      1.0925ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |      1.1298ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       525.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |      1.0464ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       522.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       523.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       527.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |      1.0655ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       531.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |      1.1656ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       534.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       529.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       527.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       535.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       545.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |      1.0953ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       553.1µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |            0s | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       527.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       540.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |         592µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       538.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |      1.0826ms | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       545.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |         662µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |        34.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       523.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:30:40 | 500 |       524.3µs | 127.0.0.1 | GET | /api/placement/11 | -
